PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
10824032,108-24-032,10105 Garfield Ave,42964,,Cleveland,9,0,Vacant lot
10824095,108-24-095,798 E 103rd St,42964,,Cleveland,9,0,Pending transfer
10921069,109-21-069,1034 Linn Dr,42964,,Cleveland,9,0,Vacant lot
10921090,109-21-090,11120 Tuscora Ave,42964,,Cleveland,9,0,Vacant lot
11023049,110-23-049,12408 Tuscora Ave,42964,,Cleveland,9,0,Vacant lot
10828087,108-28-087,661 E 109th St,42963,,Cleveland,9,0,Vacant lot
10912095,109-12-095,10626 Gooding Ave,42963,,Cleveland,9,0,Vacant lot
10922044,109-22-044,1118 E 111th St,42963,,Cleveland,9,0,Vacant lot
10922119,109-22-119,1096 E 113th St,42963,,Cleveland,9,0,Vacant lot
10923062,109-23-062,1215 E 112th St,42963,,Cleveland,9,0,Vacant lot
10924036,109-24-036,1231 Parkwood Dr,42963,,Cleveland,9,0,Vacant lot
11527085,115-27-085,881 Rudyard Rd,42963,,Cleveland,8,0,Vacant lot
11527144,115-27-144,939 Rondel Rd,42963,,Cleveland,8,0,Vacant lot
13213038,132-13-038,6208 Fullerton Ave,42963,,Cleveland,12,0,Pending transfer
13419024,134-19-024,4416 Warner Rd,42963,,Cleveland,2,0,Vacant lot
68221037,682-21-037,4069 Bluestone Rd,42963,,Cleveland Heights,,1,Under renovation
13123014,131-23-014,5010 Barkwill Ave,42962,,Cleveland,5,0,Pending transfer
12320116,123-20-116,4676 Gallup Ave,42961,,Cleveland,5,0,Vacant lot
12320117,123-20-117,4680 Gallup Ave,42961,,Cleveland,5,0,Pending transfer
12524036,125-24-036,5630 Drake Ave,42961,,Cleveland,5,0,Vacant lot
12528092,125-28-092,6122 Morton Ave,42961,,Cleveland,5,0,Vacant lot
12927042,129-27-042,11910 Soika Ave,42961,,Cleveland,4,0,Vacant lot
12927066,129-27-066,12111 Imperial Ave,42961,,Cleveland,4,0,Pending transfer
13405102,134-05-102,4081 E 79th St,42961,,Cleveland,12,0,Vacant lot
10902168,109-02-168,9707 Parkgate Ave,42957,,Cleveland,9,0,Vacant lot
10912116,109-12-116,10611 Gooding Ave,42957,,Cleveland,9,0,Pending transfer
10922089,109-22-089,1101 E 112th St,42957,,Cleveland,9,0,Vacant lot
12914079,129-14-079,2822 E 118th St,42957,,Cleveland,6,0,Vacant lot
13015068,130-15-068,3266 E 143rd St,42957,,Cleveland,1,0,Vacant lot
13811060,138-11-060,4068 E 136th St,42957,,Cleveland,1,0,Vacant lot
67105059,671-05-059,13505 4th Ave,42957,,East Cleveland,,0,Vacant lot
11015054,110-15-054,745 E 131st St,42955,,Cleveland,10,0,Vacant lot
12727115,127-27-115,3400 E 114th St,42955,,Cleveland,4,0,Vacant lot
12802156,128-02-156,10704 Hulda Ave,42955,,Cleveland,6,0,Vacant lot
67101118,671-01-118,1300 E 135th St,42955,,East Cleveland,,0,Vacant lot
67103032,671-03-032,1452 E 133rd St,42955,,East Cleveland,,0,Vacant lot
67104064,671-04-064,13603 Graham Rd,42955,,East Cleveland,,0,Vacant lot
67109006,671-09-006,1640 Bryn Mawr Rd,42955,,East Cleveland,,0,Vacant lot
67110045,671-10-045,13913 Savannah Ave,42955,,East Cleveland,,0,Vacant lot
67111244,671-11-244,14611 Savannah Ave,42955,,East Cleveland,,0,Vacant lot
67114045,671-14-045,14207 Bardwell Ave,42955,,East Cleveland,,0,Vacant lot
67203021,672-03-021,1312 Eddy Rd,42955,,East Cleveland,,0,Vacant lot
67223069,672-23-069,1901 Windermere St,42955,,East Cleveland,,0,Pending transfer
67224025,672-24-025,1906 Rosemont Rd,42955,,East Cleveland,,0,Vacant lot
67224066,672-24-066,1871 Marloes Ave,42955,,East Cleveland,,0,Vacant lot
67225039,672-25-039,1841 Rosemont Rd,42955,,East Cleveland,,0,Vacant lot
67302032,673-02-032,1752 Collamer Ave,42955,,East Cleveland,,0,Vacant lot
67303016,673-03-016,15919 Elderwood Ave,42955,,East Cleveland,,0,Vacant lot
67303094,673-03-094,1734 Rosedale Ave,42955,,East Cleveland,,0,Pending transfer
67303100,673-03-100,1758 Rosedale Ave,42955,,East Cleveland,,0,Vacant lot
13011048,130-11-048,3288-3290 E 139th St,42950,,Cleveland,4,0,Vacant lot
13022096,130-22-096,3464 E 123rd St,42949,,Cleveland,4,0,Vacant lot
13820013,138-20-013,14121 Caine Ave,42949,,Cleveland,1,0,Vacant lot
00130025,001-30-025,1983 W 93rd St,42948,,Cleveland,15,0,Vacant lot
10819022,108-19-022,9009 Yale Ave,42948,,Cleveland,9,0,Vacant lot
10827021,108-27-021,868 Parkwood Dr,42948,,Cleveland,9,0,Vacant lot
10918125,109-18-125,10704 Hampden Ave,42948,,Cleveland,9,0,Vacant lot
10923131,109-23-131,1215 Parkwood Dr,42948,,Cleveland,9,0,Vacant lot
11019021,110-19-021,11403 Durant Ave,42948,,Cleveland,9,0,Vacant lot
11111120,111-11-120,12525 Vashti Ave,42948,,Cleveland,8,0,Vacant lot
11203128,112-03-128,13824 Eaglesmere Ave,42948,,Cleveland,8,0,Vacant lot
12508016,125-08-016,6516 Hubbard Ave,42948,,Cleveland,5,0,Pending transfer
12514064,125-14-064,2953 E 65th St,42948,,Cleveland,5,0,Pending transfer
12514070,125-14-070,2975 E 65th St,42948,,Cleveland,5,0,Pending transfer
12724152,127-24-152,3422 E 103rd St,42948,,Cleveland,6,0,Vacant lot
12929081,129-29-081,12813 Abell Ave,42948,,Cleveland,4,0,Vacant lot
13507035,135-07-035,3568 E 104th St,42948,,Cleveland,6,0,Vacant lot
10414034,104-14-034,5911 Dibble Ave,42947,,Cleveland,7,0,Pending transfer
10530042,105-30-042,1004 E 79th St,42947,,Cleveland,9,0,Vacant lot
10530088,105-30-088,992 E 78th St,42947,,Cleveland,9,0,Vacant lot
10611044,106-11-044,7520 Lawnview Ave,42947,,Cleveland,7,0,Vacant lot
10621048,106-21-048,8118 Melrose Ave,42947,,Cleveland,7,0,Vacant lot
10703083,107-03-083,993 Maude Ave,42947,,Cleveland,9,0,Vacant lot
12814011,128-14-011,2898 E 104th St,42947,,Cleveland,4,0,Vacant lot
12821036,128-21-036,3114 E 99th St,42947,,Cleveland,4,0,Vacant lot
13820109,138-20-109,4337 E 142nd St,42947,,Cleveland,1,0,Vacant lot
10417044,104-17-044,6311 White Ave,42944,,Cleveland,7,0,Vacant lot
10417132,104-17-132,6112 Luther Ave (front & Rear),42944,,Cleveland,7,0,Vacant lot
10529028,105-29-028,7209 Myron Ave,42944,,Cleveland,7,0,Pending transfer
10530059,105-30-059,965 E 78th St,42944,,Cleveland,9,0,Vacant lot
10531137,105-31-137,1041 E 78th St,42944,,Cleveland,9,0,Vacant lot
10532133,105-32-133,1163 E 77th,42944,,Cleveland,9,0,Vacant lot
10607041,106-07-041,1415 E 80th St,42944,,Cleveland,7,0,Vacant lot
10607140,106-07-140,8022 Decker Ave,42944,,Cleveland,7,0,Vacant lot
10621117,106-21-117,8004 Cory Ave,42944,,Cleveland,7,0,Vacant lot
10622070,106-22-070,1512 E 85th St,42944,,Cleveland,7,0,Vacant lot
12512051,125-12-051,2985 E 66th St,42944,,Cleveland,5,0,Pending transfer
12813115,128-13-115,9901 Lamontier Ave,42944,,Cleveland,4,0,Vacant lot
12815014,128-15-014,2935 E 104th St,42944,,Cleveland,4,0,Vacant lot
12818045,128-18-045,10304 Mount Auburn Ave,42944,,Cleveland,4,0,Vacant lot
12922032,129-22-032,11701 Parkhill Ave,42944,,Cleveland,4,0,Vacant lot
13223027,132-23-027,4122 E 64th St,42944,,Cleveland,12,0,Vacant lot
13410095,134-10-095,7308 Covert Ave,42944,,Cleveland,12,0,Pending transfer
13616083,136-16-083,4158 E 104th St,42944,,Cleveland,2,0,Vacant lot
67111057,671-11-057,14617 Ardenall Ave,42944,,East Cleveland,,0,Vacant lot
X10417132.1,X104-17-132.1,6112 Luther Ave (front & Rear),42944,,Cleveland,7,0,Vacant lot
12535050,125-35-050,3437 E 73rd St,42943,,Cleveland,6,0,Vacant lot
13503021,135-03-021,3536 E 103rd St,42943,,Cleveland,6,0,Pending transfer
12329020,123-29-020,3184 E 49th St,42942,,Cleveland,5,0,Vacant lot
12505047,125-05-047,3110 E 65th St,42941,,Cleveland,5,0,Vacant lot
12525045,125-25-045,3212 E 57th St,42941,,Cleveland,5,0,Vacant lot
12525059,125-25-059,3260 E 57th St,42941,,Cleveland,5,0,Vacant lot
13120079,131-20-079,3450 E 52nd St (fr & Rear),42941,,Cleveland,5,2,Sched for demolition
67102107,671-02-107,13517 Gainsboro Ave,42941,,East Cleveland,,0,Vacant lot
67102125,671-02-125,13404 Mann Ave,42941,,East Cleveland,,0,Vacant lot
67103003,671-03-003,13506 Shaw Ave,42941,,East Cleveland,,0,Vacant lot
67104047,671-04-047,1570 E 133rd St,42941,,East Cleveland,,0,Vacant lot
67104048,671-04-048,1572 E 133rd St,42941,,East Cleveland,,0,Vacant lot
67105027,671-05-027,1600 E 133rd St,42941,,East Cleveland,,0,Vacant lot
67105082,671-05-082,13404 5th Ave,42941,,East Cleveland,,0,Vacant lot
67105093,671-05-093,13319 5th Ave,42941,,East Cleveland,,0,Vacant lot
67108018,671-08-018,1820 Hayden Ave,42941,,East Cleveland,,0,Vacant lot
67109075,671-09-075,1614 Lakefront Ave,42941,,East Cleveland,,0,Vacant lot
67110202,671-10-202,13909 Ardenall Ave,42941,,East Cleveland,,0,Vacant lot
67111112,671-11-112,14409 Strathmore Ave,42941,,East Cleveland,,0,Vacant lot
67118113,671-18-113,1316 E 142nd St,42941,,East Cleveland,,0,Vacant lot
67208036,672-08-036,1675 Lockwood Ave,42941,,East Cleveland,,0,Vacant lot
67209008,672-09-008,13410 Emily St,42941,,East Cleveland,,0,Vacant lot
67214071,672-14-071,1848 Brightwood St,42941,,East Cleveland,,0,Pending transfer
67217022,672-17-022,13400 Forest Hill Ave,42941,,East Cleveland,,0,Vacant lot
X13120079.1,X131-20-079.1,3450 E 52nd St (fr & Rear),42941,,Cleveland,5,2,Sched for demolition
00708176,007-08-176,2074 W 33rd St,42940,,Cleveland,3,0,Pending transfer
10703045,107-03-045,932 Ansel Rd,42940,,Cleveland,9,0,Vacant lot
10828031,108-28-031,650 E 107th St,42940,,Cleveland,9,0,Vacant lot
10909190,109-09-190,10201 Somerset Ave,42940,,Cleveland,9,0,Vacant lot
10924133,109-24-133,1259 E 112th St (front Only),42940,,Cleveland,9,0,Vacant lot
11003086,110-03-086,700 E 115th St,42940,,Cleveland,9,0,Vacant lot
11005088,110-05-088,672 E 120th St,42940,,Cleveland,9,0,Vacant lot
11023005,110-23-005,907 Parkway Dr,42940,,Cleveland,9,0,Vacant lot
11024084,110-24-084,12431 Castlewood Ave,42940,,Cleveland,9,0,Vacant lot
11110074,111-10-074,488 E 124th St,42940,,Cleveland,8,0,Vacant lot
11224039,112-24-039,14413 Hale,42940,,Cleveland,8,0,Vacant lot
11806064,118-06-064,6618 Lucerne Ave,42940,,Cleveland,7,0,Pending transfer
11834078,118-34-078,2326 E 76th St,42940,,Cleveland,5,0,Vacant lot
12005118,120-05-118,1387 E 120th St,42940,,Cleveland,9,0,Pending transfer
12329022,123-29-022,3190 E 49th St,42940,,Cleveland,5,0,Vacant lot
12329022,123-29-022,3190 E 49th St,42940,,Cleveland,5,0,Vacant lot
12723040,127-23-040,9617 Raymond Ave,42940,,Cleveland,6,0,Vacant lot
12804021,128-04-021,2640 East Blvd,42940,,Cleveland,6,0,Vacant lot
13003005,130-03-005,12006 Imperial Ave,42940,,Cleveland,4,0,Vacant lot
13214112,132-14-112,6509 Hosmer Ave,42940,,Cleveland,12,0,Vacant lot
13225167,132-25-167,6918 Polonia Ave,42940,,Cleveland,12,0,Pending transfer
67101122,671-01-122,1305 E 135th St,42940,,East Cleveland,,0,Vacant lot
67102066,671-02-066,13522 Beaumont St,42940,,East Cleveland,,0,Vacant lot
67102133,671-02-133,13512 Mann Ave,42940,,East Cleveland,,0,Pending transfer
67105131,671-05-131,13305 6th Ave,42940,,East Cleveland,,0,Vacant lot
12528047,125-28-047,6082 Hillman Ave (front & Rear),42937,,Cleveland,5,0,Vacant lot
12528062,125-28-062,6022 Hillman Ave,42937,,Cleveland,5,0,Vacant lot
12532050,125-32-050,6638 Charter Ave,42937,,Cleveland,6,0,Vacant lot
X12528047.1,X125-28-047.1,6082 Hillman Ave (front & Rear),42937,,Cleveland,5,0,Vacant lot
00623082,006-23-082,2221 W 53rd St,42936,,Cleveland,3,0,Pending transfer
00732051,007-32-051,3181 W 32nd St,42936,,Cleveland,14,0,Vacant lot
01613123,016-13-123,3190 W 44th St,42936,,Cleveland,3,0,Vacant lot
10810051,108-10-051,503 E 103rd St,42936,,Cleveland,9,0,Vacant lot
13225056,132-25-056,6819 Park Ave,42936,,Cleveland,12,0,Pending transfer
00620095,006-20-095,2045 W 47th St,42935,,Cleveland,3,0,Pending transfer
12924021,129-24-021,3006 E 126th St,42935,,Cleveland,4,0,Vacant lot
13006004,130-06-004,3321 E 125th St,42935,,Cleveland,4,0,Vacant lot
13006054,130-06-054,3333 E 126th St,42935,,Cleveland,4,0,Vacant lot
13011107,130-11-107,3308 E 140th St,42935,,Cleveland,4,0,Vacant lot
10417129,104-17-129,6016 Luther Ave,42934,,Cleveland,7,0,Vacant lot
10418017,104-18-017,5611 Lexington Ave,42934,,Cleveland,7,1,Unavailable - Demo under contract
10525103,105-25-103,6612 Schaefer Ave,42934,,Cleveland,7,0,Vacant lot
10531128,105-31-128,1014 E 78th St (front & Rear),42934,,Cleveland,9,0,Vacant lot
10602024,106-02-024,1374 Giddings Ave,42934,,Cleveland,7,0,Vacant lot
10602124,106-02-124,1315 Russell Ave,42934,,Cleveland,7,0,Vacant lot
10605040,106-05-040,7707 Redell Ave,42934,,Cleveland,7,0,Vacant lot
10612036,106-12-036,6802 Lawnview Ave,42934,,Cleveland,7,0,Vacant lot
10704055,107-04-055,1032 Ansel Rd,42934,,Cleveland,9,0,Vacant lot
10715090,107-15-090,1419 E 86th St,42934,,Cleveland,7,0,Vacant lot
10722054,107-22-054,9614 Edmunds Ave,42934,,Cleveland,7,0,Vacant lot
11124045,111-24-045,13607 Woodworth Ave,42934,,Cleveland,10,0,Vacant lot
11219019,112-19-019,480 E 143rd St,42934,,Cleveland,8,0,Pending transfer
12004019,120-04-019,1328 E 117th St,42934,,Cleveland,9,0,Pending transfer
12004027,120-04-027,1350 E 117th St,42934,,Cleveland,9,0,Pending transfer
12512024,125-12-024,3099 E 65th St (trans W -025),42934,,Cleveland,5,0,Vacant lot
12531006,125-31-006,7002 Morgan Ave,42934,,Cleveland,6,0,Vacant lot
12535010,125-35-010,3474 E 71st St,42934,,Cleveland,6,0,Vacant lot
12724023,127-24-023,3471 E 102nd St,42934,,Cleveland,6,0,Vacant lot
12818016,128-18-016,10508 Parkview Ave,42934,,Cleveland,4,0,Vacant lot
12821059,128-21-059,9609 Hilgert Dr,42934,,Cleveland,4,0,Vacant lot
13121054,131-21-054,3410 E 53rd St,42934,,Cleveland,5,0,Vacant lot
13321050,133-21-050,7380 Spafford Pl,42934,,Cleveland,12,0,Vacant lot
13709138,137-09-138,12103 Farringdon Ave,42934,,Cleveland,4,0,Vacant lot
X10531128.1,X105-31-128.1,1014 E 78th St (front & Rear),42934,,Cleveland,9,0,Vacant lot
X12531006.1,X125-31-006.1,7002 Morgan Ave (rear),42934,,Cleveland,6,0,Sched for demolition
11022065,110-22-065,11902 Fairport Ave,42933,,Cleveland,9,0,Vacant lot
11022072,110-22-072,12318 Fairport Ave,42933,,Cleveland,9,0,Vacant lot
11029035,110-29-035,1260 E 125th St,42933,,Cleveland,9,0,Vacant lot
12321079,123-21-079,3102 Sawtell Rd,42933,,Cleveland,5,0,Vacant lot
12321085,123-21-085,3099 Otokar St,42933,,Cleveland,5,0,Vacant lot
12322022,123-22-022,4930 Mead Ave,42933,,Cleveland,5,0,Vacant lot
12329038,123-29-038,4700 Jewett Ave (front & Rear),42933,,Cleveland,5,0,Pending transfer
12817002,128-17-002,9608 Parkview Ave,42933,,Cleveland,4,0,Vacant lot
12817006,128-17-006,9624 Parkview Ave,42933,,Cleveland,4,0,Vacant lot
13018119,130-18-119,3288 E 149th St,42933,,Cleveland,1,0,Vacant lot
13502060,135-02-060,9710 Gibson Ave,42933,,Cleveland,6,0,Vacant lot
X12329038.1,X123-29-038.1,4700 Jewett Ave (front & Rear),42933,,Cleveland,5,0,Pending transfer
12919127,129-19-127,2911 E 121st St,42930,,Cleveland,4,0,Vacant lot
13418007,134-18-007,7704 Laumar Ave,42930,,Cleveland,2,0,Vacant lot
10607144,106-07-144,8110 Decker Ave,42929,,Cleveland,7,0,Vacant lot
10709136,107-09-136,1241 E 83rd St,42929,,Cleveland,7,0,Vacant lot
11203052,112-03-052,13818 Kelso Ave,42929,,Cleveland,8,0,Vacant lot
11527165,115-27-165,16214 Sanford Ave,42929,,Cleveland,8,0,Vacant lot
11620065,116-20-065,16523 Burnside Ave,42929,,Cleveland,8,0,Pending transfer
13315024,133-15-024,7712 Jones Rd,42929,,Cleveland,12,0,Vacant lot
13702105,137-02-105,12201 Rexford Ave,42929,,Cleveland,4,0,Vacant lot
13710096,137-10-096,12809 Craven Ave,42929,,Cleveland,4,0,Vacant lot
10908129,109-08-129,10008 South Blvd,42927,,Cleveland,9,0,Vacant lot
10912034,109-12-034,10618 Greenlawn Ave,42927,,Cleveland,9,0,Vacant lot
10923061,109-23-061,1219 E 112th St,42927,,Cleveland,9,0,Vacant lot
11029116,110-29-116,12330 Ingomar Ave,42927,,Cleveland,9,0,Pending transfer
11223114,112-23-114,504 E 143rd St,42927,,Cleveland,8,0,Vacant lot
11530074,115-30-074,963 Nathaniel Rd,42927,,Cleveland,8,0,Vacant lot
13706078,137-06-078,3582 E 139th St,42927,,Cleveland,4,0,Vacant lot
00707065,007-07-065,Bailey Ave (007-07-065),42926,,Cleveland,3,0,Pending transfer
00707066,007-07-066,00000 Bailey Ave (007-07-066),42926,,Cleveland,3,0,Pending transfer
00726085,007-26-085,3041 Walton Ave,42926,,Cleveland,14,0,Vacant lot
01508019,015-08-019,3502 Storer Ave,42926,,Cleveland,14,0,Pending transfer
10808079,108-08-079,607 E 101st St,42926,,Cleveland,9,0,Vacant lot
10808082,108-08-082,621 E 101st St,42926,,Cleveland,9,0,Vacant lot
12918133,129-18-133,2909 E 118th St,42926,,Cleveland,4,0,Vacant lot
14204092,142-04-092,4158 E 146th St,42926,,Cleveland,1,0,Vacant lot
02134047,021-34-047,3483 W 136th St,42923,,Cleveland,16,0,Vacant lot
10622167,106-22-167,1543 E 82nd St,42923,,Cleveland,7,0,Pending transfer
10703035,107-03-035,900 Ansel Rd,42923,,Cleveland,9,0,Vacant lot
10703056,107-03-056,987 Ida Ave,42923,,Cleveland,9,0,Vacant lot
10706009,107-06-009,1152 Dallas Rd,42923,,Cleveland,9,0,Vacant lot
13502056,135-02-056,9700 Gibson Ave,42923,,Cleveland,6,0,Vacant lot
67217083,672-17-083,1849 Rosalind Ave,42923,,East Cleveland,,0,Vacant lot
10809097,108-09-097,656 E 101st St,42922,,Cleveland,10,0,Pending transfer
10813131,108-13-131,10525 Glenville Ave,42922,,Cleveland,9,0,Vacant lot
10815100,108-15-100,520 E 110th St,42922,,Cleveland,10,0,Vacant lot
10817012,108-17-012,432 E 109th St,42922,,Cleveland,10,0,Vacant lot
11025050,110-25-050,11901 Castlewood Ave,42922,,Cleveland,9,0,Vacant lot
11031019,110-31-019,1245 E 114th St,42922,,Cleveland,9,0,Vacant lot
11105116,111-05-116,539 E 117th St,42922,,Cleveland,10,0,Vacant lot
11117044,111-17-044,471 Cleveland Rd,42922,,Cleveland,10,0,Vacant lot
11125081,111-25-081,1121 E 141st St,42922,,Cleveland,10,0,Vacant lot
11716033,117-16-033,1838 Reyburn Rd,42922,,Cleveland,10,0,Vacant lot
13317059,133-17-059,7517 Worley Ave,42922,,Cleveland,12,0,Vacant lot
13410058,134-10-058,4172 E 75 St,42922,,Cleveland,12,0,Vacant lot
13508134,135-08-134,3590 E 104th St,42922,,Cleveland,6,0,Vacant lot
10601014,106-01-014,1328 E 68th St,42921,,Cleveland,7,0,Vacant lot
10605055,106-05-055,7708 Decker Ave,42921,,Cleveland,7,0,Vacant lot
10608114,106-08-114,6801 Pennsylvania Ave,42921,,Cleveland,7,0,Vacant lot
10710056,107-10-056,1189 E 85th St,42921,,Cleveland,7,0,Vacant lot
10721073,107-21-073,1602 E 94th St,42921,,Cleveland,7,0,Vacant lot
10807082,108-07-082,716 E 96th St,42921,,Cleveland,10,0,Vacant lot
11805097,118-05-097,6716 Dunham Ave,42921,,Cleveland,7,0,Vacant lot
11807071,118-07-071,1900 E 71st St,42919,,Cleveland,7,0,Vacant lot
12602056,126-02-056,2563 E 80th St,42919,,Cleveland,6,0,Vacant lot
12818063,128-18-063,10313 Manor Ave,42919,,Cleveland,4,0,Vacant lot
13007137,130-07-137,3284 E 134th St,42919,,Cleveland,4,0,Vacant lot
13906006,139-06-006,14504 Kingsford Ave,42919,,Cleveland,1,0,Vacant lot
00515106,005-15-106,3070 W 104th St,42916,,Cleveland,15,0,Vacant lot
01705015,017-05-015,3225 W 90th St,42916,,Cleveland,14,0,Pending transfer
12710039,127-10-039,9017 Harris Ct,42916,,Cleveland,6,0,Vacant lot
12711145,127-11-145,8932 Harris Ave,42916,,Cleveland,6,0,Vacant lot
12712055,127-12-055,9112 Bessemer Ave,42916,,Cleveland,6,0,Vacant lot
12825083,128-25-083,11332 Continental Ave,42916,,Cleveland,4,0,Vacant lot
12916118,129-16-118,2805 E 125th St,42916,,Cleveland,6,0,Vacant lot
14213016,142-13-016,4408 E 154th St,42916,,Cleveland,1,0,Vacant lot
68210035,682-10-035,875 Lecona Dr,42916,,Cleveland Heights,,0,Vacant lot
78118070,781-18-070,5459 Grasmere Ave,42916,,Maple Heights,,0,Pending transfer
11022003,110-22-003,11622 Durant Ave,42915,,Cleveland,9,0,Vacant lot
12133059,121-33-059,11221 Notre Dame Ave,42915,,Cleveland,6,0,Vacant lot
12715105,127-15-105,9609 Carton Ave,42915,,Cleveland,6,0,Vacant lot
13003110,130-03-110,3218 E 121st St,42915,,Cleveland,4,0,Vacant lot
13007001,130-07-001,3233 E 128th St,42915,,Cleveland,4,0,Vacant lot
13007012,130-07-012,3275 E 128th St,42915,,Cleveland,4,0,Vacant lot
13022063,130-22-063,3451 E 121st St,42915,,Cleveland,4,0,Vacant lot
13414016,134-14-016,8314 Beman Ave,42915,,Cleveland,2,0,Vacant lot
13501070,135-01-070,9416 Gibson Ave,42915,,Cleveland,6,0,Vacant lot
13502088,135-02-088,9714 Benham Ave,42915,,Cleveland,6,0,Vacant lot
13503122,135-03-122,10203 Benham Ave,42915,,Cleveland,6,0,Vacant lot
13702023,137-02-023,12209 Oakfield Ave,42915,,Cleveland,4,0,Vacant lot
68211021,682-11-021,3695 Randolph Rd,42915,,Cleveland Heights,,1,Unavailable - Demo under contract
13015073,130-15-073,3286 E 143rd St,42914,,Cleveland,1,0,Vacant lot
11122008,111-22-008,13802 Coit Rd,42913,,Cleveland,8,0,Vacant lot
00728168,007-28-168,4122 Newark Ave,42912,,Cleveland,3,0,Vacant lot
00809050,008-09-050,2992 W 11th St,42912,,Cleveland,3,0,Pending transfer
00912049,009-12-049,4297 W 22nd St,42912,,Cleveland,12,0,Vacant lot
12923004,129-23-004,11904 Forest Ave,42912,,Cleveland,4,0,Vacant lot
13218100,132-18-100,6600 Collier Ave,42912,,Cleveland,12,0,Vacant lot
13214032,132-14-032,6527 Fullerton Ave,42909,,Cleveland,12,0,Vacant lot
13306052,133-06-052,3566 E 81st St,42909,,Cleveland,6,0,Vacant lot
13404017,134-04-017,4100 E 79th St,42909,,Cleveland,12,0,Vacant lot
13405066,134-05-066,4076 E 81st St,42909,,Cleveland,12,0,Vacant lot
13502007,135-02-007,9602 Union Ave,42909,,Cleveland,6,0,Vacant lot
